"Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP"
"179,Marc Gasol\gasolma01,C,34,MEM,53,1788,16.9,.541,.324,.294,3.4,25.6,14.3,22.7,1.7,3.4,13.4,22.3,,1.0,2.9,3.9,.105,,-0.3,3.0,2.8,2.2"
"179,Marc Gasol\gasolma01,C,34,TOR,22,537,16.3,.560,.253,.247,3.7,24.1,14.2,21.8,1.7,3.4,14.4,17.2,,0.7,1.0,1.7,.153,,-0.5,3.6,3.1,0.7"
"180,Pau Gasol\gasolpa01,C,38,TOT,30,360,16.7,.529,.138,.426,6.7,34.2,20.6,19.1,0.7,3.5,12.5,15.5,,0.5,0.5,1.1,.141,,-2.1,2.7,0.6,0.2"
"180,Pau Gasol\gasolpa01,C,38,SAS,27,330,18.1,.544,.114,.432,7.3,34.4,20.9,20.2,0.7,3.6,11.8,15.8,,0.6,0.5,1.1,.159,,-1.3,2.8,1.5,0.3"
"180,Pau Gasol\gasolpa01,C,38,MIL,3,30,1.7,.291,.500,.333,0.0,32.0,17.0,7.7,0.0,2.8,22.5,12.4,,-0.1,0.1,0.0,-0.061,,-10.7,1.7,-9.0,-0.1"
"181,Rudy Gay\gayru01,PF,32,SAS,64,1725,18.0,.593,.249,.192,3.7,23.3,13.5,14.6,1.4,1.7,11.9,21.9,,2.4,2.0,4.4,.123,,0.7,0.7,1.4,1.5"
"182,Paul George\georgpa01,SF,28,OKC,73,2688,23.5,.585,.469,.343,3.7,19.7,11.5,17.8,2.7,1.0,10.1,29.6,,6.7,4.6,11.3,.202,,4.8,0.6,5.5,5.1"
"183,Taj Gibson\gibsota01,PF,33,MIN,70,1686,17.9,.612,.063,.330,10.8,18.3,14.5,7.3,1.5,2.0,10.6,17.1,,3.8,1.3,5.1,.145,,0.8,0.2,1.0,1.3"
"184,Harry Giles\gilesha01,PF,20,SAC,58,820,14.3,.526,.017,.261,8.1,20.0,13.9,15.2,1.8,2.3,15.8,23.2,,0.0,1.0,1.0,.059,,-3.1,1.0,-2.1,0.0"
"185,Shai Gilgeous-Alexander\gilgesh01,PG,20,LAC,78,2051,13.3,.555,.197,.278,2.8,8.2,5.6,17.7,2.1,1.7,15.4,18.2,,1.4,1.9,3.2,.076,,-0.6,0.3,-0.3,0.9"
"186,Rudy Gobert\goberru01,C,26,UTA,77,2440,24.6,.682,.000,.734,13.2,30.7,22.1,9.7,1.2,5.7,12.1,17.7,,8.2,5.4,13.7,.269,,2.0,5.0,7.0,5.6"
"187,Brandon Goodwin\goodwbr01,PG,23,DEN,16,57,8.4,.413,.261,.478,1.9,3.8,2.8,32.0,0.0,0.0,9.7,23.1,,0.0,0.0,0.0,.023,,-4.5,-6.5,-11.0,-0.1"
"188,Aaron Gordon\gordoaa01,PF,23,ORL,74,2491,15.0,.534,.335,.242,5.1,18.3,11.6,16.7,1.1,1.8,12.0,21.9,,1.5,3.1,4.6,.089,,-0.3,1.1,0.8,1.8"
"189,Eric Gordon\gordoer01,SG,30,HOU,63,2027,11.9,.540,.624,.167,0.9,7.1,3.9,9.8,0.9,1.1,8.4,22.1,,1.3,0.8,2.1,.049,,-0.3,-3.0,-3.3,-0.6"
"190,Marcin Gortat\gortama01,C,34,LAC,47,751,12.8,.562,.000,.258,9.8,26.6,18.4,12.0,0.4,2.5,19.4,14.5,,0.6,0.9,1.4,.092,,-2.5,1.4,-1.0,0.2"
"191,Devonte' Graham\grahade01,PG,23,CHO,41,593,10.3,.457,.567,.225,1.2,8.4,4.7,25.2,1.7,0.3,10.8,16.7,,0.2,0.3,0.5,.037,,-1.6,-2.9,-4.5,-0.4"
"192,Treveon Graham\grahatr01,SG,25,BRK,31,637,5.7,.451,.654,.138,3.2,12.5,7.9,6.2,0.9,0.9,8.2,12.1,,-0.2,0.5,0.4,.028,,-3.2,0.1,-3.1,-0.2"
"193,Jerami Grant\grantje01,PF,24,OKC,75,2434,13.7,.588,.342,.275,3.6,13.2,8.3,4.3,1.1,3.3,7.0,15.3,,3.5,3.2,6.7,.132,,-0.8,1.0,0.2,1.3"
"194,Jerian Grant\grantje02,PG,26,ORL,59,934,10.7,.520,.493,.184,2.1,9.2,5.6,22.5,2.3,0.5,17.9,13.4,,0.4,1.1,1.6,.080,,-2.1,-0.1,-2.2,-0.1"
"195,Donte Grantham\grantdo01,SF,23,OKC,3,2,-38.1,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.8,,0.0,0.0,0.0,-0.952,,-25.3,-13.7,-38.9,0.0"
"196,Danny Green\greenda02,SG,31,TOR,76,2112,12.9,.633,.692,.067,3.0,12.4,7.8,7.5,1.5,1.9,10.6,14.1,,2.9,2.7,5.5,.126,,1.7,1.0,2.7,2.5"
"197,Draymond Green\greendr01,PF,28,GSW,61,1922,12.6,.519,.397,.230,3.2,20.8,12.4,26.9,2.2,2.7,26.9,12.8,,1.0,2.8,3.8,.095,,-1.4,3.2,1.8,1.8"
"198,Gerald Green\greenge01,SG,33,HOU,69,1420,11.4,.556,.758,.123,2.2,11.8,6.9,4.2,1.1,1.6,8.6,19.6,,0.8,0.9,1.7,.059,,-0.8,-2.7,-3.5,-0.5"
"199,JaMychal Green\greenja01,PF,28,TOT,63,1326,15.0,.590,.359,.214,8.6,24.7,16.7,5.6,1.6,2.3,14.5,19.5,,1.0,2.0,2.9,.106,,-1.5,0.0,-1.5,0.2"
"199,JaMychal Green\greenja01,PF,28,MEM,41,900,14.9,.580,.308,.256,8.8,23.0,15.7,6.5,1.8,2.8,15.6,20.4,,0.4,1.4,1.8,.096,,-2.1,0.7,-1.4,0.1"
"199,JaMychal Green\greenja01,PF,28,LAC,22,426,15.1,.613,.469,.122,8.2,28.5,18.7,3.8,1.2,1.3,11.9,17.4,,0.6,0.6,1.1,.127,,-0.3,-1.3,-1.6,0.0"
"200,Jeff Green\greenje02,PF,32,WAS,74,2034,13.6,.613,.469,.300,3.0,13.2,8.0,9.2,1.0,1.5,11.6,17.5,,2.8,0.8,3.6,.085,,0.3,-1.4,-1.0,0.5"
"201,Blake Griffin\griffbl01,PF,29,DET,72,2536,20.9,.580,.381,.408,4.1,20.3,11.9,27.3,1.0,0.9,13.9,30.2,,4.9,2.8,7.6,.144,,4.2,0.4,4.6,4.2"
"202,Daniel Hamilton\hamilda02,SG,23,ATL,19,204,7.1,.455,.383,.100,5.1,19.5,12.2,14.6,1.4,0.4,20.3,15.7,,-0.2,0.1,-0.1,-0.021,,-4.9,-0.8,-5.7,-0.2"
"203,Dusty Hannahs\hannadu01,SG,25,MEM,1,14,5.9,.286,.429,.000,0.0,8.2,4.0,44.8,3.6,0.0,12.5,25.5,,-0.1,0.0,0.0,-0.143,,-6.5,-3.1,-9.6,0.0"
"204,Tim Hardaway\hardati02,SG,26,TOT,65,2057,13.7,.527,.480,.278,1.7,9.9,5.7,12.7,1.3,0.3,8.6,25.3,,1.1,0.8,1.9,.044,,0.5,-2.9,-2.4,-0.2"
"204,Tim Hardaway\hardati02,SG,26,NYK,46,1499,14.4,.531,.464,.321,1.8,9.7,5.6,13.4,1.3,0.3,8.9,25.8,,1.1,0.5,1.5,.049,,1.0,-3.1,-2.1,0.0"
"204,Tim Hardaway\hardati02,SG,26,DAL,19,558,11.7,.514,.524,.161,1.4,10.3,5.9,10.9,1.0,0.3,7.7,23.9,,0.0,0.4,0.4,.031,,-0.7,-2.5,-3.3,-0.2"
"205,James Harden\hardeja01,PG,29,HOU,73,2712,30.4,.612,.538,.450,2.5,17.3,9.8,39.7,2.8,1.8,14.4,40.7,,10.5,3.4,13.9,.247,,10.6,1.1,11.7,9.3"
"206,Maurice Harkless\harklma01,SF,25,POR,56,1302,12.7,.531,.313,.176,5.9,14.2,10.1,7.2,2.3,3.0,9.4,13.8,,1.1,1.8,2.9,.107,,-0.5,2.3,1.8,1.3"
"207,Montrezl Harrell\harremo01,C,25,LAC,78,2054,23.5,.638,.020,.466,9.4,16.8,13.2,11.9,1.5,4.1,10.9,23.5,,5.9,2.6,8.5,.198,,2.6,1.5,4.1,3.2"
"208,Devin Harris\harride01,PG,35,DAL,63,956,11.1,.536,.581,.397,1.2,9.6,5.4,16.4,1.8,1.1,12.1,18.6,,0.6,0.8,1.5,.075,,-1.0,-1.0,-2.0,0.0"
"209,Gary Harris\harriga01,SG,24,DEN,51,1471,12.5,.532,.392,.224,2.7,8.1,5.4,11.6,1.6,1.1,9.1,20.0,,1.2,1.3,2.5,.082,,-0.4,-1.0,-1.5,0.2"
"210,Joe Harris\harrijo01,SG,27,BRK,73,2193,13.7,.649,.515,.178,2.4,10.8,6.6,12.2,0.8,0.6,13.0,17.0,,3.8,1.6,5.3,.117,,1.5,-0.6,0.9,1.6"
"211,Tobias Harris\harrito02,PF,26,TOT,78,2728,17.7,.600,.315,.246,2.5,20.8,11.9,12.5,0.9,1.0,9.8,22.7,,4.7,2.7,7.3,.129,,1.4,-0.5,0.9,1.9"
"211,Tobias Harris\harrito02,PF,26,LAC,55,1903,18.4,.605,.302,.256,2.1,21.3,12.0,12.5,1.0,1.0,10.3,23.5,,3.3,1.9,5.2,.132,,1.6,-0.4,1.2,1.5"
"211,Tobias Harris\harrito02,PF,26,PHI,23,825,16.1,.584,.350,.221,3.3,19.6,11.7,12.4,0.6,1.1,8.6,20.7,,1.3,0.8,2.1,.122,,0.7,-0.7,0.0,0.4"
"212,Andrew Harrison\harrian01,PG,24,TOT,17,187,5.8,.443,.472,.340,3.4,8.5,5.8,17.1,1.1,0.9,16.5,16.8,,-0.1,0.0,-0.1,-0.026,,-3.8,-2.7,-6.5,-0.2"
"212,Andrew Harrison\harrian01,PG,24,MEM,1,5,4.6,.500,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9,,0.0,0.0,0.0,-0.011,,-4.1,-6.2,-10.3,0.0"
"212,Andrew Harrison\harrian01,PG,24,CLE,10,144,6.6,.467,.359,.410,3.0,8.8,5.8,16.3,1.4,1.2,17.8,17.0,,-0.1,0.0,-0.1,-0.021,,-3.9,-2.1,-6.1,-0.1"
"212,Andrew Harrison\harrian01,PG,24,NOP,6,38,3.1,.349,.833,.167,5.5,8.1,6.8,22.3,0.0,0.0,13.4,16.1,,0.0,0.0,0.0,-0.050,,-3.1,-4.3,-7.4,-0.1"
"213,Shaquille Harrison\harrish01,PG,25,CHI,69,1325,12.2,.488,.210,.309,2.6,14.6,8.6,14.4,3.1,1.6,11.4,16.3,,-0.1,1.4,1.3,.047,,-2.8,1.4,-1.4,0.2"
"214,Josh Hart\hartjo01,SG,23,LAL,67,1715,9.3,.526,.591,.172,2.2,12.6,7.5,7.0,1.7,1.9,10.4,13.5,,0.2,1.9,2.1,.059,,-1.7,1.0,-0.7,0.5"
"215,Isaiah Hartenstein\harteis01,PF,20,HOU,28,221,10.1,.562,.146,.341,10.3,13.4,11.8,9.5,1.6,4.6,21.6,11.8,,0.2,0.2,0.4,.098,,-3.0,2.2,-0.8,0.1"
"216,Udonis Haslem\hasleud01,C,38,MIA,8,35,0.0,.333,.444,.000,3.1,33.5,18.3,0.0,0.0,0.0,18.2,13.5,,-0.1,0.0,-0.1,-0.081,,-12.6,-5.1,-17.8,-0.1"
"217,Gordon Hayward\haywago01,PF,28,BOS,69,1768,15.0,.563,.372,.284,3.1,15.4,9.2,18.4,1.6,1.1,13.2,19.0,,2.1,2.1,4.2,.115,,-0.2,0.3,0.1,0.9"
"218,John Henson\hensojo01,C,28,MIL,14,188,17.2,.553,.463,.149,9.2,28.1,19.2,10.2,1.7,4.9,14.4,18.6,,0.1,0.4,0.6,.149,,-1.8,3.2,1.4,0.2"
"219,Juan Hernangomez\hernaju01,PF,23,DEN,66,1312,11.1,.581,.580,.280,5.2,16.1,10.6,5.0,0.9,1.6,9.7,12.4,,1.5,1.3,2.9,.105,,-0.9,-0.3,-1.1,0.3"
"220,Willy Hernangomez\hernawi01,C,24,CHO,55,791,21.0,.597,.131,.498,15.3,26.0,20.6,11.7,0.9,2.2,13.7,22.2,,1.9,0.7,2.7,.162,,0.7,-0.4,0.2,0.4"
"221,Mario Hezonja\hezonma01,SF,23,NYK,54,1074,10.0,.484,.337,.241,2.4,18.1,10.0,9.1,2.2,0.6,13.3,20.6,,-1.1,0.9,-0.2,-0.009,,-4.0,-0.8,-4.8,-0.7"
"222,Isaiah Hicks\hicksis01,PF,24,NYK,1,4,13.8,.568,,,0.0,0.0,0.0,31.5,0.0,0.0,0.0,9.4,,0.0,0.0,0.0,.132,,-4.3,-10.6,-14.8,0.0"
"223,Buddy Hield\hieldbu01,SG,26,SAC,77,2479,17.5,.587,.472,.150,4.1,12.3,8.1,11.7,1.0,1.1,9.3,25.3,,4.0,1.7,5.7,.110,,3.0,-1.9,1.1,2.0"
"224,Haywood Highsmith\highsha01,SF,22,PHI,3,15,10.8,.500,.600,.000,0.0,20.6,10.6,18.5,0.0,0.0,0.0,14.0,,0.0,0.0,0.0,.099,,-1.5,-2.7,-4.2,0.0"
"225,Nene Hilario\hilarne01,C,36,HOU,39,513,11.9,.552,.019,.425,6.8,18.9,12.7,6.2,1.7,2.3,7.4,11.5,,0.7,0.6,1.3,.120,,-3.2,1.0,-2.2,0.0"
"226,George Hill\hillge01,PG,32,TOT,56,1206,12.0,.551,.398,.205,3.3,8.0,5.8,14.1,2.0,0.6,11.2,14.8,,1.3,1.3,2.6,.103,,-0.7,-0.2,-0.8,0.4"
"226,George Hill\hillge01,PG,32,CLE,13,344,13.5,.604,.262,.187,3.7,5.1,4.4,16.2,1.7,0.3,14.7,17.3,,0.5,0.0,0.5,.067,,0.3,-2.5,-2.2,0.0"
"226,George Hill\hillge01,PG,32,MIL,43,862,11.4,.527,.460,.213,3.1,9.2,6.4,13.2,2.1,0.7,9.5,13.8,,0.8,1.3,2.1,.117,,-1.0,0.8,-0.3,0.4"
"227,Solomon Hill\hillso01,SF,27,NOP,40,777,7.3,.511,.559,.214,4.3,11.3,7.9,7.6,1.3,0.9,14.1,9.8,,0.2,0.4,0.6,.040,,-1.9,-0.1,-1.9,0.0"
"228,Aaron Holiday\holidaa01,PG,22,IND,46,548,12.6,.525,.493,.200,0.8,11.1,6.1,18.7,1.5,2.1,11.9,22.2,,0.1,0.7,0.9,.076,,-1.3,-1.0,-2.3,0.0"
"229,Jrue Holiday\holidjr01,SG,28,NOP,67,2402,19.4,.555,.313,.234,3.3,11.1,7.2,31.9,2.1,1.8,14.1,25.4,,3.6,1.9,5.5,.109,,2.9,-0.1,2.8,2.9"
"230,Justin Holiday\holidju01,SG,29,TOT,77,2439,9.6,.510,.602,.135,2.0,12.0,6.9,8.2,2.3,1.2,11.2,15.3,,-0.6,2.3,1.7,.034,,-1.5,0.6,-0.9,0.7"
"230,Justin Holiday\holidju01,SG,29,CHI,38,1325,11.0,.531,.685,.117,1.5,12.5,7.0,9.1,2.5,1.4,10.2,15.2,,0.2,1.1,1.3,.047,,-0.1,0.7,0.7,0.9"
"230,Justin Holiday\holidju01,SG,29,MEM,39,1114,7.9,.484,.498,.159,2.5,11.3,6.8,7.0,2.1,1.0,12.5,15.4,,-0.8,1.3,0.4,.018,,-3.2,0.5,-2.8,-0.2"
"231,John Holland\hollajo02,SF,30,CLE,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.032,,-6.3,-0.9,-7.2,0.0"
"232,Rondae Hollis-Jefferson\holliro01,SF,24,BRK,57,1199,12.6,.472,.101,.390,6.7,18.9,12.8,11.7,1.6,1.7,10.2,21.3,,-0.2,1.5,1.3,.053,,-4.1,1.1,-3.0,-0.3"
"233,Richaun Holmes\holmeri01,C,25,PHO,69,1146,20.9,.653,.000,.501,10.7,20.6,15.6,7.7,1.8,5.6,10.9,17.9,,3.1,1.2,4.2,.178,,-0.1,1.6,1.6,1.0"
"234,Rodney Hood\hoodro01,SG,26,TOT,68,1782,12.5,.545,.353,.235,1.4,7.9,4.6,10.1,1.5,0.5,6.6,18.3,,2.1,0.4,2.5,.067,,-0.1,-2.2,-2.4,-0.2"
"234,Rodney Hood\hoodro01,SG,26,CLE,45,1234,13.0,.542,.335,.251,1.6,8.8,5.0,11.5,1.5,0.3,6.7,19.1,,1.5,0.0,1.5,.060,,0.0,-2.6,-2.7,-0.2"
"234,Rodney Hood\hoodro01,SG,26,POR,23,548,11.3,.553,.397,.196,1.2,5.9,3.6,7.1,1.5,0.9,6.5,16.5,,0.6,0.4,1.0,.085,,-0.3,-1.4,-1.7,0.0"
"235,Al Horford\horfoal01,C,32,BOS,65,1885,20.1,.602,.288,.132,6.7,18.3,12.4,21.1,1.4,4.0,11.8,18.8,,4.3,2.7,7.1,.180,,2.1,2.7,4.8,3.2"
"236,Danuel House\houseda01,SF,25,HOU,34,872,11.8,.639,.706,.294,3.1,12.7,7.8,5.5,1.0,1.0,12.0,14.1,,1.3,0.5,1.8,.101,,0.1,-1.3,-1.2,0.2"
"237,Dwight Howard\howardw01,C,33,WAS,9,230,17.4,.638,.000,.696,11.2,28.3,19.6,2.6,1.4,1.5,15.1,19.6,,0.4,0.2,0.6,.125,,-2.9,-2.3,-5.1,-0.2"
"238,Kevin Huerter\huertke01,SG,20,ATL,71,1937,9.7,.526,.547,.088,3.0,9.7,6.3,14.3,1.5,1.0,14.0,15.6,,0.5,0.7,1.2,.031,,-1.1,-1.0,-2.1,-0.1"
"239,Chandler Hutchison\hutchch01,SF,22,CHI,44,895,8.8,.507,.239,.182,3.7,19.0,11.3,5.3,1.2,0.6,10.0,12.2,,0.0,0.6,0.6,.030,,-3.9,-0.5,-4.3,-0.5"
"240,Serge Ibaka\ibakase01,C,29,TOR,71,1946,18.4,.581,.194,.210,8.4,23.0,15.9,7.7,0.7,4.2,10.7,22.5,,2.7,3.1,5.8,.143,,-0.7,1.2,0.5,1.2"
"241,Andre Iguodala\iguodan01,SF,35,GSW,66,1537,13.4,.597,.473,.229,3.4,13.4,8.6,16.6,1.9,2.7,13.2,10.3,,2.5,1.7,4.2,.131,,0.4,1.7,2.1,1.6"
"242,Ersan Ilyasova\ilyaser01,PF,31,MIL,63,1144,12.4,.560,.416,.185,8.8,15.8,12.5,5.9,1.3,1.5,10.5,15.8,,1.3,1.8,3.1,.132,,-1.0,0.3,-0.6,0.4"
"243,Joe Ingles\inglejo01,PF,31,UTA,77,2422,13.1,.573,.593,.150,1.5,12.2,6.9,25.5,1.8,0.7,18.0,17.3,,2.1,3.4,5.5,.109,,0.8,0.9,1.6,2.2"
"244,Andre Ingram\ingraan01,SG,33,LAL,4,15,-11.9,.000,.500,.000,7.1,6.8,6.9,0.0,3.1,0.0,14.3,19.4,,-0.1,0.0,-0.1,-0.410,,-17.0,-3.1,-20.1,-0.1"
"245,Brandon Ingram\ingrabr01,SF,21,LAL,52,1760,13.5,.555,.129,.396,2.5,13.0,7.9,12.9,0.7,1.4,13.1,23.2,,0.6,1.4,2.0,.055,,-2.2,-0.6,-2.8,-0.4"
"246,Kyrie Irving\irvinky01,PG,26,BOS,64,2120,24.6,.593,.350,.199,3.5,13.0,8.2,35.4,2.3,1.4,11.4,29.7,,6.0,2.8,8.9,.200,,6.2,0.4,6.6,4.6"
"247,Jonathan Isaac\isaacjo01,PF,21,ORL,72,1925,13.0,.540,.433,.223,5.0,17.0,10.9,5.8,1.5,4.1,10.2,16.2,,0.9,2.9,3.8,.095,,-1.9,2.2,0.2,1.1"
"248,Wesley Iwundu\iwundwe01,SF,24,ORL,64,1160,8.6,.532,.278,.400,3.4,13.0,8.1,7.6,1.1,1.4,12.5,12.9,,0.4,1.3,1.7,.070,,-3.5,0.6,-2.9,-0.3"
"249,Demetrius Jackson\jacksde01,PG,24,PHI,6,39,21.0,.656,.400,.267,5.6,2.6,4.1,19.7,2.4,0.0,5.6,19.1,,0.2,0.0,0.2,.233,,4.4,-3.3,1.1,0.0"
"250,Frank Jackson\jacksfr01,PG,20,NOP,61,1169,9.4,.517,.378,.163,2.2,9.6,5.9,8.0,1.0,0.1,9.1,18.5,,0.1,0.4,0.5,.019,,-2.2,-2.8,-5.0,-0.9"
"251,Jaren Jackson\jacksja02,PF,19,MEM,58,1515,16.4,.591,.241,.334,5.3,15.1,10.1,7.2,1.7,5.2,12.7,22.8,,1.2,2.2,3.4,.107,,-1.3,1.5,0.2,0.8"
"252,Josh Jackson\jacksjo02,SG,21,PHO,75,1835,10.5,.488,.265,.265,3.7,15.6,9.6,14.1,1.8,2.4,16.3,23.9,,-2.7,1.1,-1.6,-0.041,,-4.5,-0.4,-4.9,-1.3"
"253,Justin Jackson\jacksju01,SF,23,TOT,76,1475,10.9,.552,.516,.168,2.7,11.6,7.1,7.7,1.0,0.8,5.5,14.0,,1.6,0.9,2.5,.082,,-0.7,-1.0,-1.7,0.1"
"253,Justin Jackson\jacksju01,SF,23,SAC,52,1083,10.1,.546,.539,.169,2.3,11.7,6.9,8.1,1.0,1.0,6.5,12.9,,1.0,0.7,1.7,.075,,-0.9,-0.6,-1.5,0.1"
"253,Justin Jackson\jacksju01,SF,23,DAL,24,392,13.1,.567,.468,.165,3.6,11.1,7.4,6.8,0.9,0.2,3.2,16.9,,0.6,0.2,0.8,.102,,-0.2,-2.1,-2.3,0.0"
"254,Reggie Jackson\jacksre01,PG,28,DET,77,2169,15.4,.552,.449,.230,2.1,8.3,5.1,24.2,1.2,0.3,11.3,24.2,,3.2,1.7,4.9,.109,,1.9,-2.0,-0.1,1.0"
"255,LeBron James\jamesle01,SF,34,LAL,55,1937,25.7,.588,.299,.382,3.1,21.3,12.4,39.3,1.7,1.4,13.3,31.6,,4.7,2.6,7.3,.180,,6.2,1.8,8.0,4.9"
"256,Amile Jefferson\jeffeam01,PF,25,ORL,10,39,25.7,.679,.000,.889,10.8,27.8,19.2,7.3,2.5,6.4,0.0,14.0,,0.2,0.1,0.3,.334,,0.6,4.1,4.7,0.1"
"257,John Jenkins\jenkijo01,SG,27,TOT,21,221,7.4,.471,.547,.173,1.4,7.8,4.5,7.3,0.0,0.8,5.8,16.5,,-0.1,0.0,-0.1,-0.020,,-3.3,-4.1,-7.4,-0.3"
"257,John Jenkins\jenkijo01,SG,27,WAS,4,14,20.5,1.500,1.000,.000,0.0,7.9,3.9,9.9,0.0,0.0,0.0,6.1,,0.1,0.0,0.1,.202,,7.4,-5.2,2.2,0.0"
"257,John Jenkins\jenkijo01,SG,27,NYK,17,207,6.5,.445,.534,.178,1.5,7.8,4.6,7.1,0.0,0.8,6.0,17.2,,-0.1,0.0,-0.2,-0.035,,-4.0,-4.0,-8.0,-0.3"
"258,Jonas Jerebko\jerebjo01,PF,31,GSW,67,1127,13.9,.598,.531,.242,6.9,18.9,13.1,10.1,1.0,1.2,9.9,15.0,,2.1,1.1,3.2,.136,,0.8,-0.8,0.1,0.6"
"259,Alize Johnson\johnsal02,PF,22,IND,12,36,-0.9,.255,.200,.400,3.2,21.2,12.4,0.0,0.0,2.5,0.0,14.3,,-0.1,0.0,-0.1,-0.089,,-12.0,-3.7,-15.8,-0.1"
"260,Amir Johnson\johnsam01,C,31,PHI,48,480,12.2,.574,.262,.255,8.9,19.3,14.2,16.5,1.5,1.8,22.3,17.6,,0.2,0.6,0.8,.084,,-1.9,0.7,-1.1,0.1"
"261,B.J. Johnson\johnsbj01,SF,23,ATL,6,43,14.1,.622,.375,.125,4.8,15.0,9.8,0.0,2.2,0.0,10.6,17.9,,0.0,0.0,0.1,.078,,-3.0,-5.3,-8.3,-0.1"
"262,James Johnson\johnsja01,PF,31,MIA,50,1065,10.9,.514,.395,.182,2.1,14.3,8.2,16.4,1.5,2.1,14.4,17.9,,0.0,1.4,1.4,.062,,-2.5,0.8,-1.7,0.1"
"263,Stanley Johnson\johnsst04,SF,22,TOT,65,1185,9.4,.478,.491,.142,3.0,17.2,9.9,10.5,2.4,1.0,14.7,19.3,,-1.1,1.6,0.4,.018,,-3.3,0.6,-2.7,-0.2"
"263,Stanley Johnson\johnsst04,SF,22,DET,48,961,9.8,.482,.519,.146,2.7,17.8,10.0,9.3,2.5,1.1,12.9,19.1,,-0.7,1.4,0.7,.033,,-3.0,0.9,-2.1,0.0"
"263,Stanley Johnson\johnsst04,SF,22,NOP,17,224,7.6,.463,.370,.123,4.2,14.6,9.5,15.2,2.3,0.4,21.9,20.0,,-0.4,0.2,-0.2,-0.050,,-4.6,-0.6,-5.2,-0.2"
"264,Tyler Johnson\johnsty01,PG,26,TOT,57,1529,12.5,.532,.494,.241,2.4,9.8,6.1,15.9,1.7,1.6,11.7,18.5,,0.9,1.4,2.3,.072,,-0.6,-0.4,-1.1,0.4"
"264,Tyler Johnson\johnsty01,PG,26,MIA,44,1123,12.4,.540,.509,.219,1.8,9.7,5.7,14.9,1.7,1.7,12.5,19.2,,0.5,1.3,1.8,.076,,-0.7,-0.1,-0.9,0.3"
"264,Tyler Johnson\johnsty01,PG,26,PHO,13,406,12.8,.506,.448,.312,4.0,10.2,7.1,18.7,1.6,1.2,9.0,16.5,,0.4,0.1,0.5,.063,,-0.4,-1.3,-1.6,0.0"
"265,Wesley Johnson\johnswe01,SF,31,TOT,38,534,5.5,.469,.594,.148,2.4,11.7,7.1,5.3,1.2,1.9,11.7,12.0,,-0.3,0.3,0.0,.001,,-3.6,-0.7,-4.3,-0.3"
"265,Wesley Johnson\johnswe01,SF,31,NOP,26,377,6.9,.517,.568,.102,2.8,12.0,7.4,5.2,1.5,1.5,11.5,11.3,,0.0,0.2,0.3,.033,,-2.5,-0.4,-2.9,-0.1"
"265,Wesley Johnson\johnswe01,SF,31,WAS,12,157,2.0,.372,.650,.250,1.4,11.2,6.2,5.6,0.6,2.7,11.9,13.6,,-0.3,0.0,-0.2,-0.075,,-6.3,-1.4,-7.7,-0.2"
