"Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP"
"351,Naz Mitrou-Long\mitrona01,SG,25,UTA,11,45,-1.9,.318,.636,.000,0.0,4.7,2.4,14.4,0.0,0.0,21.4,13.3,,-0.1,0.0,-0.1,-0.093,,-8.1,-2.8,-11.0,-0.1"
"352,Malik Monk\monkma01,SG,20,CHO,68,1167,11.7,.518,.559,.183,1.2,10.0,5.5,14.5,1.4,1.1,12.2,25.3,,-0.4,0.6,0.2,.007,,-1.1,-3.1,-4.2,-0.7"
"353,Greg Monroe\monrogr01,C,28,TOT,40,428,14.1,.490,.024,.367,16.3,23.6,20.1,6.2,1.5,1.5,13.8,22.5,,0.0,0.7,0.7,.076,,-4.1,-0.6,-4.7,-0.3"
"353,Greg Monroe\monrogr01,C,28,TOR,38,423,13.5,.487,.025,.379,15.7,23.9,19.9,5.4,1.5,1.6,14.2,22.2,,-0.1,0.7,0.6,.071,,-4.6,-0.7,-5.3,-0.4"
"353,Greg Monroe\monrogr01,C,28,BOS,2,5,60.4,.600,.000,.000,63.8,0.0,32.1,73.8,0.0,0.0,0.0,43.1,,0.1,0.0,0.1,.535,,38.3,6.8,45.1,0.1"
"354,E'Twaun Moore\mooreet01,SG,29,NOP,53,1463,11.5,.567,.331,.111,2.5,6.4,4.5,9.6,1.3,0.4,9.6,17.3,,1.2,0.5,1.7,.056,,-0.2,-1.9,-2.2,-0.1"
"355,Eric Moreland\moreler01,PF,27,TOT,4,36,7.4,.583,.167,.000,9.2,38.6,24.1,14.4,0.0,0.0,33.3,10.7,,0.0,0.1,0.1,.083,,-5.3,0.2,-5.1,0.0"
"355,Eric Moreland\moreler01,PF,27,PHO,1,5,3.9,,,,0.0,67.5,33.3,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.079,,-14.0,-3.9,-17.9,0.0"
"355,Eric Moreland\moreler01,PF,27,TOR,3,31,7.9,.583,.167,.000,10.7,34.0,22.6,16.7,0.0,0.0,33.3,12.5,,0.0,0.0,0.1,.084,,-3.9,0.9,-3.0,0.0"
"356,Jaylen Morris\morrija01,SG,23,MIL,4,29,12.2,.460,.300,.200,0.0,16.5,8.8,18.1,3.2,0.0,8.4,17.2,,0.0,0.1,0.1,.086,,-3.8,0.9,-2.9,0.0"
"357,Marcus Morris\morrima03,PF,29,BOS,73,2036,14.4,.571,.460,.200,3.9,19.5,11.7,7.5,1.0,1.0,9.1,20.8,,2.1,2.4,4.5,.105,,-0.4,-1.1,-1.4,0.3"
"358,Markieff Morris\morrima02,PF,29,TOT,53,1180,11.2,.517,.432,.200,4.5,17.1,10.7,8.8,1.4,1.6,9.9,19.1,,0.3,0.9,1.2,.050,,-1.9,-1.0,-3.0,-0.3"
"358,Markieff Morris\morrima02,PF,29,WAS,34,883,12.3,.543,.439,.223,5.0,16.6,10.7,9.7,1.3,1.9,11.5,19.6,,0.4,0.5,1.0,.052,,-1.1,-0.9,-2.0,0.0"
"358,Markieff Morris\morrima02,PF,29,OKC,19,297,7.9,.443,.414,.138,3.0,18.6,10.6,6.4,1.4,0.6,4.6,17.7,,-0.1,0.4,0.3,.047,,-4.5,-1.3,-5.8,-0.3"
"359,Monte Morris\morrimo01,PG,23,DEN,76,1840,16.0,.572,.325,.110,2.0,8.9,5.4,21.9,1.8,0.2,6.9,16.9,,4.0,1.7,5.7,.148,,1.4,-1.3,0.1,1.0"
"360,Johnathan Motley\motlejo01,PF,23,LAC,20,141,17.2,.550,.046,.554,11.7,19.7,15.8,11.5,1.3,1.7,15.7,28.7,,0.1,0.2,0.2,.074,,-2.6,-1.5,-4.1,-0.1"
"361,Emmanuel Mudiay\mudiaem01,PG,22,NYK,58,1567,14.7,.534,.282,.245,2.1,10.8,6.3,23.8,1.3,1.0,14.5,25.6,,0.2,0.6,0.8,.024,,-0.4,-2.0,-2.4,-0.1"
"362,Jamal Murray\murraja01,PG,21,DEN,70,2287,15.8,.537,.354,.186,2.8,10.9,6.9,22.1,1.3,1.0,11.2,24.9,,2.6,2.1,4.7,.098,,1.0,-1.1,-0.1,1.1"
"363,Dzanan Musa\musadz01,SG,19,BRK,8,34,2.9,.383,.450,.100,3.1,9.3,6.2,5.0,2.8,0.0,16.1,30.8,,-0.2,0.0,-0.2,-0.225,,-10.0,-3.4,-13.3,-0.1"
"364,Mike Muscala\muscami01,PF,27,TOT,59,1162,10.3,.546,.718,.254,4.9,14.5,9.8,8.0,0.9,2.3,11.0,14.4,,0.9,1.1,2.0,.083,,-0.5,-0.2,-0.8,0.4"
"364,Mike Muscala\muscami01,PF,27,PHI,47,1041,10.4,.560,.716,.277,5.4,14.7,10.2,7.9,0.8,2.0,12.1,14.3,,0.9,1.0,1.9,.088,,-0.3,-0.3,-0.6,0.4"
"364,Mike Muscala\muscami01,PF,27,LAL,12,121,9.3,.444,.732,.098,0.9,12.6,6.8,8.6,1.2,4.7,2.3,15.0,,0.0,0.1,0.1,.045,,-3.0,0.6,-2.4,0.0"
"365,Sviatoslav Mykhailiuk\mykhasv01,SF,21,TOT,42,440,6.1,.447,.636,.143,2.2,6.2,4.2,10.9,1.5,0.2,12.4,16.0,,-0.4,0.3,-0.1,-0.013,,-3.6,-2.1,-5.7,-0.4"
"365,Sviatoslav Mykhailiuk\mykhasv01,SF,21,LAL,39,420,5.9,.451,.644,.152,2.0,6.3,4.2,10.1,1.4,0.2,12.4,15.9,,-0.4,0.3,-0.1,-0.014,,-3.7,-2.1,-5.8,-0.4"
"365,Sviatoslav Mykhailiuk\mykhasv01,SF,21,DET,3,20,9.8,.375,.500,.000,5.3,5.7,5.5,28.3,2.5,0.0,11.1,19.4,,0.0,0.0,0.0,.015,,-2.7,-1.9,-4.6,0.0"
"366,Abdel Nader\naderab01,SF,25,OKC,58,672,8.7,.527,.463,.174,1.8,15.2,8.3,3.6,1.3,1.5,9.6,14.5,,0.1,0.8,0.9,.067,,-4.1,-0.8,-4.9,-0.5"
"367,Larry Nance\nancela02,C,26,CLE,63,1663,18.4,.584,.202,.295,10.0,23.9,16.6,17.7,2.7,1.9,15.7,15.5,,3.0,1.5,4.5,.129,,1.4,2.5,3.9,2.5"
"368,Shabazz Napier\napiesh01,PG,27,BRK,55,953,15.1,.532,.514,.330,1.7,8.8,5.3,22.2,2.0,1.3,12.1,24.0,,0.8,1.0,1.8,.091,,0.1,-1.2,-1.0,0.2"
"369,Raul Neto\netora01,PG,26,UTA,36,452,13.6,.564,.375,.191,1.5,12.7,7.2,29.0,1.5,0.5,16.7,18.7,,0.5,0.6,1.1,.121,,-0.8,-0.6,-1.4,0.1"
"370,Georges Niang\niangge01,PF,25,UTA,54,381,12.0,.589,.625,.125,2.3,17.6,10.1,9.3,0.9,0.6,10.0,17.9,,0.4,0.5,0.9,.109,,-0.8,-1.0,-1.8,0.0"
"371,Joakim Noah\noahjo01,C,33,MEM,42,693,18.6,.571,.005,.512,9.2,29.9,19.3,20.6,1.4,4.3,16.1,20.1,,1.0,1.2,2.2,.152,,-1.9,3.5,1.6,0.6"
"372,Nerlens Noel\noelne01,C,24,OKC,72,991,19.2,.599,.000,.282,12.0,20.6,16.2,5.7,2.9,7.5,12.2,13.8,,1.8,2.3,4.1,.198,,-1.8,5.3,3.6,1.4"
"373,Dirk Nowitzki\nowitdi01,PF,40,DAL,46,672,9.3,.476,.576,.153,0.6,19.0,9.9,6.2,0.6,2.0,4.5,21.1,,-0.3,0.6,0.3,.024,,-3.5,-1.9,-5.5,-0.6"
"374,Frank Ntilikina\ntilila01,PG,20,NYK,43,904,6.0,.417,.408,.106,1.4,9.0,5.1,19.4,1.6,1.3,15.9,16.5,,-1.2,0.4,-0.8,-0.045,,-4.4,-1.2,-5.5,-0.8"
"375,James Nunnally\nunnaja01,SF,28,TOT,15,102,7.3,.503,.735,.118,0.0,5.3,2.6,9.5,0.5,0.0,2.7,15.3,,0.1,0.0,0.1,.035,,-1.6,-4.9,-6.5,-0.1"
"375,James Nunnally\nunnaja01,SF,28,MIN,13,64,12.1,.593,.619,.190,0.0,6.7,3.3,10.9,0.7,0.0,4.2,15.6,,0.1,0.0,0.1,.098,,0.3,-4.5,-4.2,0.0"
"375,James Nunnally\nunnaja01,SF,28,HOU,2,38,-0.8,.346,.923,.000,0.0,3.0,1.5,7.3,0.0,0.0,0.0,14.9,,-0.1,0.0,-0.1,-0.071,,-4.9,-5.4,-10.4,-0.1"
"376,Jusuf Nurkic\nurkiju01,C,24,POR,72,1974,23.4,.570,.035,.442,13.4,26.7,20.2,17.9,1.7,4.2,14.6,24.7,,4.5,3.3,7.8,.189,,1.5,3.6,5.1,3.5"
"377,David Nwaba\nwabada01,SG,26,CLE,47,908,12.8,.563,.298,.339,4.2,13.7,8.7,8.0,1.9,1.6,7.6,14.5,,1.2,0.3,1.5,.078,,-0.8,-0.5,-1.2,0.2"
"378,Royce O'Neale\onealro01,SF,25,UTA,77,1515,9.4,.599,.502,.130,1.5,16.9,9.3,10.0,1.6,1.2,16.1,11.2,,0.8,2.3,3.1,.100,,-1.9,2.2,0.3,0.9"
"379,Kyle O'Quinn\oquinky01,C,28,IND,42,351,16.5,.545,.090,.156,8.8,26.7,17.9,22.2,1.3,5.8,18.7,20.0,,0.2,0.7,0.9,.128,,-2.4,4.2,1.8,0.3"
"380,Semi Ojeleye\ojelese01,PF,24,BOS,53,545,8.4,.548,.584,.255,4.3,11.4,7.8,4.6,0.8,0.7,11.1,13.5,,0.2,0.4,0.7,.059,,-2.5,-1.7,-4.1,-0.3"
"381,Jahlil Okafor\okafoja01,C,23,NOP,55,815,17.7,.598,.010,.259,9.3,21.6,15.5,5.9,0.7,3.6,10.9,19.4,,1.2,0.8,2.0,.117,,-1.9,-0.6,-2.5,-0.1"
"382,Elie Okobo\okoboel01,PG,21,PHO,49,858,6.9,.472,.461,.164,1.4,10.6,6.0,18.8,1.6,0.6,18.4,16.8,,-0.8,0.2,-0.6,-0.034,,-4.1,-2.1,-6.1,-0.9"
"383,Josh Okogie\okogijo01,SG,20,MIN,69,1638,9.4,.495,.431,.327,2.6,11.2,6.9,6.8,2.3,1.6,10.3,15.7,,-0.1,1.2,1.1,.033,,-2.0,0.2,-1.8,0.1"
"384,Victor Oladipo\oladivi01,SG,26,IND,36,1147,17.7,.519,.367,.240,2.1,17.2,9.8,25.2,2.6,0.9,11.2,27.9,,0.5,1.9,2.4,.099,,1.3,1.0,2.3,1.2"
"385,Kelly Olynyk\olynyke01,PF,27,MIA,74,1707,14.7,.609,.564,.336,4.4,17.8,11.1,11.8,1.5,1.6,14.9,18.3,,2.3,2.3,4.6,.130,,0.6,0.6,1.2,1.4"
"386,Cedi Osman\osmande01,SF,23,CLE,72,2310,11.3,.533,.444,.217,1.7,15.1,8.1,12.4,1.2,0.4,11.1,18.6,,1.0,0.3,1.3,.026,,-0.6,-1.6,-2.2,-0.1"
"387,Kelly Oubre\oubreke01,SF,23,TOT,69,1935,15.2,.551,.401,.290,4.0,14.6,9.2,6.8,2.1,2.5,9.8,23.3,,0.9,1.4,2.2,.056,,-0.9,-1.2,-2.1,-0.1"
"387,Kelly Oubre\oubreke01,SF,23,WAS,29,755,13.3,.545,.433,.279,3.4,15.3,9.3,3.8,1.7,2.2,8.1,20.9,,0.3,0.5,0.8,.054,,-1.8,-1.8,-3.6,-0.3"
"387,Kelly Oubre\oubreke01,SF,23,PHO,40,1180,16.4,.555,.384,.296,4.4,14.2,9.2,8.8,2.3,2.7,10.7,24.7,,0.6,0.8,1.4,.057,,-0.4,-0.8,-1.2,0.2"
"388,Zaza Pachulia\pachuza01,C,34,DET,64,834,13.7,.537,.022,.628,11.8,21.6,16.5,14.7,1.8,1.7,18.5,14.8,,1.0,1.2,2.2,.128,,-2.0,2.5,0.5,0.5"
"389,Jabari Parker\parkeja01,PF,23,TOT,63,1712,15.7,.563,.259,.245,5.0,21.8,13.3,14.1,1.3,1.5,15.3,24.6,,0.2,1.3,1.5,.043,,-1.3,-0.6,-1.9,0.0"
"389,Jabari Parker\parkeja01,PF,23,CHI,39,1042,14.6,.543,.246,.233,4.2,21.1,12.6,13.3,1.1,1.2,14.1,25.0,,-0.2,0.7,0.5,.024,,-1.9,-1.0,-3.0,-0.3"
"389,Jabari Parker\parkeja01,PF,23,WAS,24,670,17.4,.595,.282,.264,6.1,22.7,14.3,15.5,1.6,1.9,17.2,23.9,,0.4,0.6,1.0,.071,,-0.4,0.1,-0.3,0.3"
"390,Tony Parker\parketo01,PG,36,CHO,56,1003,15.4,.512,.110,.268,1.5,7.6,4.5,33.4,1.0,0.6,12.7,25.4,,0.6,0.3,0.9,.045,,-1.5,-3.8,-5.2,-0.8"
"391,Chandler Parsons\parsoch01,SF,30,MEM,21,391,8.0,.475,.536,.136,0.8,16.2,8.3,11.8,2.0,0.7,13.9,19.7,,-0.5,0.5,-0.1,-0.008,,-4.2,-0.6,-4.8,-0.3"
"392,Patrick Patterson\pattepa01,PF,29,OKC,61,854,8.3,.495,.624,.138,4.8,13.0,8.8,4.7,0.9,1.3,8.3,12.0,,0.3,0.9,1.2,.066,,-3.0,-0.6,-3.6,-0.3"
"393,Justin Patton\pattoju01,C,21,PHI,3,21,10.5,.317,.286,.286,10.4,19.6,15.1,18.8,4.5,0.0,0.0,15.7,,0.0,0.0,0.0,.080,,-2.3,2.2,-0.1,0.0"
"394,Chris Paul\paulch01,PG,33,HOU,53,1719,19.3,.557,.487,.300,2.1,13.8,7.8,38.8,2.9,0.8,16.1,22.4,,3.9,1.9,5.8,.161,,2.6,-0.1,2.5,2.0"
"395,Cameron Payne\payneca01,PG,24,TOT,40,712,11.6,.519,.377,.184,2.0,9.3,5.5,21.8,1.9,1.1,15.7,17.5,,0.1,0.3,0.5,.031,,-1.9,-1.6,-3.5,-0.3"
"395,Cameron Payne\payneca01,PG,24,CHI,31,536,10.3,.492,.351,.149,2.0,8.8,5.4,22.4,1.8,1.0,16.0,17.4,,-0.1,0.3,0.2,.014,,-2.7,-1.6,-4.3,-0.3"
"395,Cameron Payne\payneca01,PG,24,CLE,9,176,15.3,.596,.455,.291,1.8,10.5,6.0,20.0,2.3,1.5,15.1,18.1,,0.2,0.1,0.3,.083,,0.5,-1.5,-1.0,0.0"
"396,Elfrid Payton\paytoel01,PG,24,NOP,38,1113,14.2,.506,.243,.183,4.5,14.1,9.4,33.1,1.7,1.0,20.0,18.3,,0.7,0.8,1.4,.062,,-0.6,0.0,-0.6,0.4"
"397,Gary Payton\paytoga02,PG,26,WAS,3,16,37.0,.688,.250,.000,6.7,6.9,6.8,45.2,8.9,5.3,11.1,23.9,,0.1,0.0,0.1,.359,,9.8,5.2,15.0,0.1"
"398,Theo Pinson\pinsoth01,SG,23,BRK,17,192,8.9,.509,.636,.333,1.1,16.4,8.8,14.1,1.2,0.0,16.5,19.9,,-0.1,0.2,0.1,.022,,-3.3,-1.4,-4.7,-0.1"
"399,Mason Plumlee\plumlma01,C,28,DEN,76,1581,18.1,.613,.020,.461,10.6,22.5,16.5,19.1,1.8,3.9,19.9,16.4,,2.7,2.6,5.3,.161,,0.0,3.7,3.7,2.3"
"400,Miles Plumlee\plumlmi01,C,30,ATL,18,173,18.9,.654,.000,.625,9.6,14.3,11.9,14.7,1.6,2.0,14.0,16.8,,0.4,0.1,0.5,.147,,0.2,-0.2,0.0,0.1"
"401,Jakob Poeltl\poeltja01,C,23,SAS,72,1176,19.2,.634,.000,.325,15.4,20.0,17.7,10.0,1.0,4.5,13.2,13.3,,3.1,1.4,4.6,.187,,1.3,2.5,3.8,1.7"
"402,Quincy Pondexter\pondequ01,SF,30,SAS,49,267,13.5,.627,.327,.691,3.3,14.6,9.0,11.6,1.6,0.3,12.2,13.5,,0.5,0.2,0.7,.133,,-0.5,-0.8,-1.3,0.0"
"403,Otto Porter\porteot01,SF,25,TOT,56,1683,15.9,.569,.398,.149,3.4,17.0,10.1,10.6,2.3,1.6,8.7,19.1,,1.8,1.5,3.3,.093,,0.4,0.1,0.5,1.1"
"403,Otto Porter\porteot01,SF,25,WAS,41,1191,15.0,.551,.398,.145,3.6,17.7,10.5,9.6,2.5,1.6,7.8,18.2,,1.0,1.1,2.1,.085,,-0.2,0.4,0.2,0.6"
"403,Otto Porter\porteot01,SF,25,CHI,15,492,18.0,.609,.398,.159,3.1,15.5,9.2,13.1,1.8,1.6,10.4,21.3,,0.8,0.4,1.1,.112,,1.8,-0.5,1.3,0.4"
"404,Bobby Portis\portibo01,PF,23,TOT,46,1191,15.9,.532,.302,.159,8.5,25.2,16.7,8.7,1.3,1.3,10.1,24.6,,0.4,1.0,1.4,.058,,-1.4,-1.7,-3.1,-0.3"
"404,Bobby Portis\portibo01,PF,23,CHI,22,531,17.2,.529,.266,.185,9.4,23.9,16.5,9.3,1.0,1.3,9.0,26.5,,0.3,0.4,0.7,.063,,-0.8,-2.2,-3.1,-0.1"
"404,Bobby Portis\portibo01,PF,23,WAS,24,660,14.9,.534,.334,.136,7.8,26.2,16.9,8.2,1.5,1.3,11.1,23.2,,0.1,0.6,0.7,.054,,-1.8,-1.3,-3.1,-0.2"
"405,Dwight Powell\poweldw01,C,27,DAL,73,1550,20.1,.676,.268,.499,8.7,17.3,13.1,10.7,1.3,2.5,10.3,17.3,,5.0,1.7,6.7,.209,,2.6,1.2,3.7,2.2"
"406,Norman Powell\powelno01,SG,25,TOR,56,1053,13.1,.588,.429,.184,1.7,11.2,6.6,11.8,1.7,1.0,13.3,19.1,,0.9,1.3,2.1,.096,,-0.5,-0.4,-0.8,0.3"
"407,Alex Poythress\poythal01,PF,25,ATL,21,305,12.2,.571,.284,.358,9.9,16.6,13.2,7.7,0.6,2.8,12.2,14.3,,0.4,0.2,0.6,.088,,-1.6,-0.6,-2.2,0.0"
"408,Zhou Qi\qizh01,PF,23,HOU,1,1,80.8,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.5,,0.0,0.0,0.0,1.263,,22.2,-12.7,9.5,0.0"
"409,Ivan Rabb\rabbiv01,PF,21,MEM,44,575,16.7,.601,.060,.329,11.3,21.4,16.2,11.6,1.1,2.2,12.8,17.0,,1.0,0.7,1.8,.147,,-1.1,0.7,-0.4,0.2"
"410,Chasson Randle\randlch01,PG,25,WAS,45,653,9.6,.557,.505,.277,1.6,6.7,4.2,17.3,1.6,0.3,15.9,16.3,,0.3,0.2,0.5,.037,,-1.6,-2.9,-4.5,-0.4"
"411,Julius Randle\randlju01,PF,24,NOP,71,2160,20.8,.599,.180,.447,7.5,21.6,14.6,15.8,1.1,1.7,13.7,27.6,,4.1,1.8,5.9,.132,,1.8,-0.3,1.4,1.9"
"412,J.J. Redick\redicjj01,SG,34,PHI,73,2290,14.5,.595,.589,.246,0.9,7.1,4.1,13.0,0.6,0.5,8.4,21.7,,4.1,1.2,5.3,.111,,2.3,-3.2,-0.9,0.6"
"413,Davon Reed\reedda01,SG,23,IND,8,22,7.9,.625,.250,.000,5.2,4.9,5.1,11.8,0.0,0.0,20.0,9.9,,0.0,0.0,0.0,.069,,-2.6,-2.3,-4.9,0.0"
"414,Cameron Reynolds\reynoca01,SG,23,MIN,14,179,10.2,.536,.627,.137,2.4,9.0,5.7,7.5,1.3,1.0,1.8,12.9,,0.2,0.1,0.3,.080,,-0.2,-1.9,-2.1,0.0"
"415,Josh Richardson\richajo01,SG,25,MIA,72,2523,14.0,.536,.447,.226,2.3,8.8,5.5,17.9,1.5,1.2,9.2,21.0,,3.0,2.6,5.6,.106,,1.0,-0.5,0.5,1.6"
"416,Malachi Richardson\richama01,SG,23,TOR,22,103,0.9,.481,.862,.172,2.2,11.2,6.8,0.0,0.5,0.0,20.4,16.3,,-0.2,0.1,-0.1,-0.060,,-6.2,-4.5,-10.7,-0.2"
"417,Austin Rivers\riverau01,SG,26,TOT,71,1907,7.6,.504,.571,.170,1.5,7.5,4.4,11.4,1.1,1.0,10.4,14.5,,0.3,0.7,1.0,.024,,-2.0,-1.6,-3.6,-0.8"
"417,Austin Rivers\riverau01,SG,26,WAS,29,683,6.8,.490,.546,.237,1.7,9.7,5.6,11.3,1.2,1.2,14.4,15.6,,-0.4,0.2,-0.2,-0.014,,-3.0,-1.5,-4.5,-0.4"
"417,Austin Rivers\riverau01,SG,26,HOU,42,1224,8.0,.513,.585,.132,1.3,6.3,3.8,11.4,1.0,0.8,7.9,13.9,,0.7,0.5,1.2,.046,,-1.5,-1.6,-3.1,-0.3"
"418,Devin Robinson\robinde01,SF,23,WAS,4,32,26.1,.607,.000,.462,6.7,17.2,11.9,10.1,4.4,2.6,0.0,20.7,,0.1,0.0,0.1,.223,,1.4,1.1,2.4,0.0"
"419,Duncan Robinson\robindu01,PF,24,MIA,13,114,5.0,.465,.813,.094,0.0,12.1,6.1,2.4,1.3,0.0,5.7,13.3,,-0.1,0.1,0.0,.020,,-4.1,-2.1,-6.2,-0.1"
"420,Glenn Robinson\robingl02,SF,25,DET,44,567,8.6,.512,.353,.228,3.2,8.8,5.9,4.9,1.0,1.0,8.9,15.3,,0.1,0.5,0.6,.049,,-3.4,-1.1,-4.5,-0.4"
"421,Jerome Robinson\robinje01,SG,21,LAC,29,265,7.1,.484,.527,.077,1.2,11.2,6.4,7.3,1.4,0.9,6.9,16.1,,-0.1,0.2,0.1,.025,,-2.5,-1.7,-4.2,-0.1"
"422,Mitchell Robinson\robinmi01,C,20,NYK,61,1203,22.4,.687,.000,.479,13.8,19.1,16.4,4.6,1.9,10.6,9.3,12.2,,3.6,1.9,5.5,.219,,0.7,5.6,6.4,2.5"
"423,Rajon Rondo\rondora01,PG,32,LAL,43,1267,12.5,.483,.321,.082,2.7,15.3,9.1,35.9,1.9,0.4,22.2,17.0,,0.1,1.4,1.5,.057,,-1.8,0.3,-1.5,0.2"
"424,Derrick Rose\rosede01,PG,30,MIN,51,1392,19.5,.557,.194,.212,2.5,8.3,5.4,26.4,1.1,0.7,9.1,27.3,,2.7,0.3,3.0,.104,,2.4,-3.0,-0.6,0.5"
"425,Terrence Ross\rosste01,SG,27,ORL,77,2043,14.3,.544,.542,.131,1.3,12.8,6.9,9.5,1.6,1.1,7.6,23.7,,0.8,2.4,3.2,.076,,0.2,-1.3,-1.1,0.4"
"426,Terry Rozier\roziete01,PG,24,BOS,75,1715,12.9,.496,.503,.139,1.9,16.5,9.2,17.7,1.9,1.0,8.6,18.6,,0.8,2.2,3.0,.084,,-1.0,0.3,-0.7,0.6"
"427,Ricky Rubio\rubiori01,PG,28,UTA,67,1894,14.0,.520,.348,.307,1.9,11.7,6.9,32.2,2.3,0.4,17.8,22.7,,0.9,2.8,3.8,.095,,-0.6,0.6,0.0,1.0"
"428,D'Angelo Russell\russeda01,PG,22,BRK,77,2333,19.0,.527,.418,.136,2.2,11.0,6.6,41.4,2.0,0.6,13.7,32.1,,1.8,2.4,4.2,.087,,3.6,-0.6,3.0,2.9"
"429,Domantas Sabonis\sabondo01,C,22,IND,71,1758,22.0,.630,.024,.432,11.6,29.7,20.9,18.2,1.3,1.5,16.2,23.5,,4.2,3.2,7.3,.201,,1.5,2.2,3.7,2.6"
"430,Brandon Sampson\sampsbr01,SG,21,CHI,10,130,6.7,.544,.514,.114,0.8,7.6,4.2,6.6,1.5,1.3,19.7,15.4,,-0.1,0.1,-0.1,-0.027,,-4.2,-1.6,-5.9,-0.1"
"431,JaKarr Sampson\sampsja02,G-F,25,CHI,1,30,29.8,.870,.200,.600,0.0,25.7,12.7,0.0,1.6,2.9,7.3,19.9,,0.1,0.0,0.2,.291,,1.7,-4.6,-2.8,0.0"
"432,Dario Saric\saricda01,PF,24,TOT,76,1878,12.8,.560,.460,.217,6.7,17.4,12.1,8.6,1.1,0.4,11.8,17.5,,2.0,1.2,3.1,.080,,0.1,-1.3,-1.2,0.4"
"432,Dario Saric\saricda01,PF,24,PHI,13,396,8.1,.496,.530,.227,5.8,16.9,11.5,9.0,0.5,0.6,14.7,18.0,,-0.1,0.3,0.2,.024,,-2.4,-1.4,-3.8,-0.2"
"432,Dario Saric\saricda01,PF,24,MIN,63,1482,14.0,.578,.442,.214,7.0,17.6,12.2,8.5,1.3,0.3,11.1,17.4,,2.1,0.9,2.9,.095,,0.8,-1.3,-0.5,0.6"
"433,Tomas Satoransky\satorto01,PG,27,WAS,76,2054,14.2,.592,.304,.294,4.1,10.1,7.1,24.8,1.8,0.5,16.6,14.0,,3.7,0.9,4.6,.107,,0.5,-0.9,-0.4,0.8"
"434,Dennis Schroder\schrode01,PG,25,OKC,74,2153,12.5,.502,.320,.205,1.6,11.2,6.3,21.0,1.3,0.5,12.5,24.4,,0.1,2.2,2.4,.053,,-1.9,-1.4,-3.3,-0.7"
"435,Mike Scott\scottmi01,PF,30,TOT,75,1288,8.4,.518,.602,.084,3.5,17.2,10.6,6.7,1.0,0.7,9.8,14.7,,0.2,1.1,1.3,.050,,-1.7,-1.1,-2.8,-0.3"
"435,Mike Scott\scottmi01,PF,30,LAC,52,748,9.4,.521,.578,.078,3.5,20.6,12.3,8.1,1.1,0.8,10.2,15.0,,0.2,0.7,0.9,.058,,-1.5,-0.7,-2.2,0.0"
"435,Mike Scott\scottmi01,PF,30,PHI,23,540,7.0,.513,.636,.093,3.4,12.6,8.1,4.7,0.8,0.6,9.2,14.4,,0.0,0.4,0.4,.037,,-1.9,-1.6,-3.6,-0.2"
"436,Thabo Sefolosha\sefolth01,SF,34,UTA,45,496,12.6,.621,.542,.167,1.3,21.7,11.7,5.6,3.5,0.8,14.6,13.0,,0.2,1.0,1.3,.123,,-2.0,2.7,0.7,0.3"
"437,Wayne Selden\seldewa01,SG,24,TOT,71,1362,8.5,.499,.360,.199,2.8,10.1,6.4,11.0,1.2,0.9,13.2,18.3,,-0.8,0.7,-0.1,-0.003,,-3.3,-1.6,-4.9,-1.0"
